id,DISTRICT,SUB_DISTRI,COUNT_REQ,floors,UP_DMG,WALL_DMG,FLOOR_DMG,PILLAR_DMG,STRUCTURE_,BLDG_T,ZONE,ZONE_GROUP,SUB_ZONE,SoftClay_m,WaterConte,LiquidLimi,Plasticity,Total_Unit,Score_Rang,Zoning,total_dmg_score,total_dmg_class,total_dmg_class_id
1425527054,???????,???????????,2,,0,0,0,2,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527055,???????,???????????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527056,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527057,???????,???????????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527058,?????,??????????,1,,0,0,0,0,1,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1425527059,?????,???????,1,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527060,?????,???????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527061,?????,??????????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527062,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527063,???????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527064,???????,???????????,1,,0,1,1,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
1425527065,?????,???????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527066,???????,???????????,3,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527067,???????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527068,?????,??????????,1,,1,0,0,1,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.381570177,???????,3
1425527069,?????,???????,1,,0,0,0,0,0,other,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527070,???????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527071,???????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527072,?????,??????????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527073,?????,??????????,1,,0,0,0,0,0,other,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527074,???????,???????????,1,,0,0,0,0,0,office building,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527075,???????,???????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527076,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527077,???????,???????????,1,,0,0,0,0,0,office building,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527078,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527079,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527080,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527081,?????,??????????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527082,?????,??????????,1,,0,1,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1425527083,?????,??????,1,,0,0,0,0,0,condo,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527084,???????,???????????,1,,0,0,0,0,1,condo,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1425527085,???????,???????????,1,,0,0,1,0,1,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.381148787,???????,3
1425527086,?????,??????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527087,????????,????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527088,????????,????????,1,,0,0,0,1,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527089,????????,????????,1,,0,0,0,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527090,????????,????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527091,?????,??????,1,,0,0,0,1,0,other,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527092,?????,??????,2,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527093,?????,??????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527094,????????,????????,5,,0,0,0,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527095,?????,??????,2,,0,1,0,0,0,building,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1425527096,?????,??????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527097,????????,????????,1,,0,0,0,0,0,building,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527098,?????,??????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527099,?????,??????,1,,0,0,0,0,0,other,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527100,?????,??????,1,,1,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
1425527101,?????,??????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527102,????????,????????,1,,0,1,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1425527103,????????,????????,1,,0,0,0,1,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527104,????????,????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527105,????????,????????,1,,1,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
1425527106,????????,????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527107,????????,????????,1,,0,1,0,0,0,condo,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1425527108,????????,????????,1,,0,0,0,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527109,????????,????????????,1,,0,0,0,1,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527110,????????,????????????,1,,0,0,0,1,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527111,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527112,????????,????????????,1,,1,0,0,0,0,other,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
1425527113,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527114,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527115,????????,????????????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527116,????????,????????????,1,,0,0,0,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527117,????????,????????????,1,,1,1,1,1,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.678625346,?????,5
1425527118,????????,????????????,1,,0,0,0,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527119,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527120,????????,????????????,1,,1,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
1425527121,????????,????????????,1,,0,1,1,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
1425527122,????????,????????????,2,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527123,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527124,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527125,????????,????????????,1,,0,1,0,1,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.325888917,???????,3
1425527126,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527127,????????,????????????,1,,0,0,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527128,????????,????????????,1,,0,0,0,0,0,condo,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527129,????????,????????????,1,,0,0,0,1,0,office building,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527130,????????,????????????,1,,0,0,1,0,0,other,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.178414651,???????,1
1425527131,????????,????????????,3,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527132,????????,????????????,1,,1,1,0,1,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.500210695,??????,4
1425527133,????????,????????????,1,,1,1,0,0,0,house,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
1425527134,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527135,????????,????????????,2,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527136,????????,????????????,1,,0,0,0,1,0,condo,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1425527137,????????,????????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527138,????????,????????????,1,,0,1,1,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
1425527139,???????????,?????,1,,0,0,0,1,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527140,???????????,?????,1,,0,0,1,0,0,other,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.178414651,???????,1
1425527141,???????????,?????,1,,0,0,0,0,1,building,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
1425527142,???????????,?????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527143,???????????,?????,1,,0,0,0,1,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527144,???????????,?????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527145,???????????,?????,1,,0,0,0,0,0,other,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527146,???????????,?????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527147,???????????,?????,1,,0,0,0,1,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527148,???????????,?????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527149,???????????,?????,1,,0,0,0,1,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527150,???????????,?????,1,,0,1,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.118640518,???????,1
1425527151,???????????,?????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527152,???????????,?????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527153,???????????,?????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527154,???????????,?????,2,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527155,???????????,?????,2,,0,0,0,0,0,building,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527156,???????????,?????,1,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527157,???????????,?????,1,,0,0,0,1,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527158,???????????,?????,2,,0,0,1,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.178414651,???????,1
1425527159,???????????,?????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527160,???????????,?????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527161,??????,?????????,1,,0,0,0,0,0,office building,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527162,???????????,?????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527163,??????,?????????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527164,???????????,?????,1,,0,0,0,0,1,bridge,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
1425527165,??????,??????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527166,??????,??????????,1,,0,1,0,0,0,office building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.118640518,???????,1
1425527167,??????,??????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527168,??????,??????????,1,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527169,??????,??????????,1,,1,1,0,1,1,building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.702944832,?????,5
1425527170,???????????,?????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527171,???????????,?????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527172,???????????,?????,2,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527173,??????,??????????,1,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527174,??????,??????????,1,,0,0,0,0,0,building,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527175,??????,???????????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527176,??????,??????????,1,,0,0,0,0,0,house,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527177,??????,??????????,5,,0,0,0,0,1,condo,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
1425527178,??????,???????????,1,,0,0,0,0,0,building,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527179,??????,???????????,1,,1,1,1,0,0,condo,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.471376947,??????,4
1425527180,??????,???????????,1,,0,0,0,0,0,office building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527181,??????,??????????,1,,0,0,0,0,0,office building,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527182,??????,??????????,1,,0,0,0,0,0,other,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527183,??????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527184,??????,???????????,1,,0,0,0,0,0,factory,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527185,??????,??????????,1,,0,0,0,1,0,office building,?.?,?????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527186,??????,???????????,3,,0,2,0,0,0,building,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.237281035,????,2
1425527187,??????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527188,?????,???????,1,,0,0,0,1,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527189,??????,???????????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527190,??????,???????????,1,,0,0,0,1,0,building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.207248399,????,2
1425527191,?????,???????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527192,??????,???????????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527193,??????,???????????,1,,1,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.174321778,???????,1
1425527194,??????,???????????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527195,?????,?????,1,,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527196,??????,???????????,1,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527197,??????,???????????,2,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527198,?????,?????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527199,?????,?????,1,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527200,?????,???????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527201,?????,?????,1,,0,0,0,0,0,office building,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527202,?????,?????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527203,?????,???????,2,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1425527204,?????,?????,2,,0,0,0,0,0,house,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1425527205,?????,???????,1,,0,0,0,0,1,other,?.?,???????? : ???????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.202734137,???????,1
1425527206,?????,???????,1,,0,0,0,1,0,house,?.?,???????? : ???????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
